datetime,PV voltage,PV current,PV power L,PV power H,battery voltage,battery current,battery power L,battery power H,load voltage,load current,load power,battery percentage
2021-01-12 00:00:17.116037,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.3,3.55,0.29
2021-01-12 00:02:29.619435,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.27,3.2,0.29
2021-01-12 00:04:29.836131,0.07,0.0,0.0,0.0,11.88,0.0,0.0,0.0,11.88,0.26,3.08,0.29
2021-01-12 00:06:30.042299,0.07,0.0,0.0,0.0,11.88,0.0,0.0,0.0,11.88,0.26,3.08,0.29
2021-01-12 00:08:30.246001,0.07,0.0,0.0,0.0,11.88,0.0,0.0,0.0,11.88,0.26,3.08,0.29
2021-01-12 00:10:30.453527,0.07,0.0,0.0,0.0,11.88,0.0,0.0,0.0,11.88,0.26,3.08,0.29
2021-01-12 00:12:30.666777,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.27,3.2,0.29
2021-01-12 00:14:30.874743,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.27,3.2,0.29
2021-01-12 00:16:31.086069,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.26,3.08,0.29
2021-01-12 00:18:31.302873,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.26,3.08,0.29
2021-01-12 00:20:31.515421,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.26,3.08,0.29
2021-01-12 00:22:31.721891,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.27,3.2,0.29
2021-01-12 00:24:31.928715,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.25,2.96,0.29
2021-01-12 00:26:32.124924,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.26,3.08,0.29
2021-01-12 00:28:32.333816,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.26,3.08,0.29
2021-01-12 00:30:32.537813,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.26,3.08,0.29
2021-01-12 00:32:32.745457,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.26,3.08,0.29
2021-01-12 00:34:32.953564,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.25,2.96,0.29
2021-01-12 00:36:33.162512,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.25,2.96,0.29
2021-01-12 00:38:33.372461,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.25,2.96,0.29
2021-01-12 00:40:33.576124,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.26,3.08,0.29
2021-01-12 00:42:33.783760,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.26,3.08,0.29
2021-01-12 00:44:33.988739,0.07,0.0,0.0,0.0,11.86,0.0,0.0,0.0,11.86,0.26,3.08,0.29
2021-01-12 00:46:34.188993,0.07,0.0,0.0,0.0,11.84,0.0,0.0,0.0,11.84,0.25,2.96,0.28
2021-01-12 00:48:34.399129,0.07,0.0,0.0,0.0,11.85,0.0,0.0,0.0,11.85,0.25,2.96,0.28
2021-01-12 00:50:34.609309,0.07,0.0,0.0,0.0,11.85,0.0,0.0,0.0,11.85,0.26,3.08,0.28
2021-01-12 00:52:34.815761,0.07,0.0,0.0,0.0,11.85,0.0,0.0,0.0,11.85,0.26,3.08,0.28
2021-01-12 00:54:35.028516,0.07,0.0,0.0,0.0,11.85,0.0,0.0,0.0,11.85,0.26,3.08,0.28
2021-01-12 00:56:35.228758,0.07,0.0,0.0,0.0,11.85,0.0,0.0,0.0,11.85,0.26,3.08,0.28
2021-01-12 00:58:35.438990,0.07,0.0,0.0,0.0,11.85,0.0,0.0,0.0,11.85,0.25,2.96,0.28
2021-01-12 01:00:35.581873,0.07,0.0,0.0,0.0,11.85,0.0,0.0,0.0,11.85,0.25,2.96,0.28
2021-01-12 01:02:35.797190,0.07,0.0,0.0,0.0,11.85,0.0,0.0,0.0,11.85,0.26,3.08,0.28
2021-01-12 01:04:36.008702,0.07,0.0,0.0,0.0,11.83,0.0,0.0,0.0,11.83,0.26,3.07,0.28
2021-01-12 01:06:36.222749,0.07,0.0,0.0,0.0,11.83,0.0,0.0,0.0,11.83,0.26,3.07,0.28
2021-01-12 01:08:36.434337,0.07,0.0,0.0,0.0,11.83,0.0,0.0,0.0,11.83,0.25,2.95,0.28
2021-01-12 01:10:36.643554,0.07,0.0,0.0,0.0,11.84,0.0,0.0,0.0,11.84,0.27,3.19,0.28
2021-01-12 01:12:36.860443,0.07,0.0,0.0,0.0,11.84,0.0,0.0,0.0,11.84,0.27,3.19,0.28
2021-01-12 01:14:37.057999,0.07,0.0,0.0,0.0,11.84,0.0,0.0,0.0,11.84,0.26,3.07,0.28
2021-01-12 01:16:37.242834,0.07,0.0,0.0,0.0,11.84,0.0,0.0,0.0,11.84,0.25,2.96,0.28
2021-01-12 01:18:37.454905,0.07,0.0,0.0,0.0,11.82,0.0,0.0,0.0,11.82,0.26,3.07,0.27
2021-01-12 01:20:37.668313,0.07,0.0,0.0,0.0,11.84,0.0,0.0,0.0,11.84,0.26,3.07,0.28
2021-01-12 01:22:37.880572,0.07,0.0,0.0,0.0,11.84,0.0,0.0,0.0,11.84,0.27,3.19,0.28
2021-01-12 01:24:38.064294,0.07,0.0,0.0,0.0,11.82,0.0,0.0,0.0,11.82,0.25,2.95,0.27
2021-01-12 01:26:38.270294,0.07,0.0,0.0,0.0,11.82,0.0,0.0,0.0,11.82,0.25,2.95,0.27
2021-01-12 01:28:38.471473,0.07,0.0,0.0,0.0,11.82,0.0,0.0,0.0,11.82,0.25,2.95,0.27
2021-01-12 01:30:38.676586,0.07,0.0,0.0,0.0,11.82,0.0,0.0,0.0,11.82,0.25,2.95,0.27
2021-01-12 01:32:38.897836,0.07,0.0,0.0,0.0,11.82,0.0,0.0,0.0,11.82,0.26,3.07,0.27
2021-01-12 01:34:39.110441,0.07,0.0,0.0,0.0,11.82,0.0,0.0,0.0,11.82,0.26,3.07,0.27
2021-01-12 01:36:39.324368,0.07,0.0,0.0,0.0,11.82,0.0,0.0,0.0,11.82,0.25,2.95,0.27
2021-01-12 01:38:39.533170,0.07,0.0,0.0,0.0,11.82,0.0,0.0,0.0,11.82,0.26,3.07,0.27
2021-01-12 01:40:39.744487,0.07,0.0,0.0,0.0,11.82,0.0,0.0,0.0,11.82,0.27,3.19,0.27
2021-01-12 01:42:39.959628,0.07,0.0,0.0,0.0,11.82,0.0,0.0,0.0,11.82,0.25,2.95,0.27
2021-01-12 01:44:40.164581,0.07,0.0,0.0,0.0,11.81,0.0,0.0,0.0,11.81,0.26,3.07,0.27
2021-01-12 01:46:40.387326,0.07,0.0,0.0,0.0,11.81,0.0,0.0,0.0,11.81,0.26,3.07,0.27
2021-01-12 01:48:40.595373,0.07,0.0,0.0,0.0,11.81,0.0,0.0,0.0,11.81,0.25,2.95,0.27
2021-01-12 01:50:40.807303,0.07,0.0,0.0,0.0,11.81,0.0,0.0,0.0,11.81,0.26,3.07,0.27
2021-01-12 01:52:41.024187,0.07,0.0,0.0,0.0,11.81,0.0,0.0,0.0,11.81,0.25,2.95,0.27
2021-01-12 01:54:41.228358,0.07,0.0,0.0,0.0,11.81,0.0,0.0,0.0,11.81,0.25,2.95,0.27
2021-01-12 01:56:41.436310,0.07,0.0,0.0,0.0,11.81,0.0,0.0,0.0,11.81,0.27,3.18,0.27
2021-01-12 01:58:41.652399,0.07,0.0,0.0,0.0,11.81,0.0,0.0,0.0,11.81,0.26,3.07,0.27
2021-01-12 02:00:41.862128,0.07,0.0,0.0,0.0,11.81,0.0,0.0,0.0,11.81,0.26,3.07,0.27
2021-01-12 02:02:42.086246,0.07,0.0,0.0,0.0,11.81,0.0,0.0,0.0,11.81,0.26,3.07,0.27
2021-01-12 02:04:42.305336,0.07,0.0,0.0,0.0,11.8,0.0,0.0,0.0,11.8,0.25,2.95,0.27
2021-01-12 02:06:42.514345,0.07,0.0,0.0,0.0,11.8,0.0,0.0,0.0,11.8,0.26,3.06,0.27
