datetime,PV voltage,PV current,PV power L,PV power H,battery voltage,battery current,battery power L,battery power H,load voltage,load current,load power,battery percentage
2021-01-11 08:17:16.706363,13.28,0.0,0.84,0.0,12.04,0.07,0.84,0.0,12.04,0.25,3.01,0.34
2021-01-11 08:19:16.946146,13.3,0.0,1.08,0.0,12.06,0.09,1.08,0.0,12.06,0.25,3.01,0.35
2021-01-11 08:21:17.182383,13.31,0.0,1.08,0.0,12.06,0.09,1.08,0.0,12.06,0.26,3.13,0.35
2021-01-11 08:23:17.423788,13.3,0.0,1.08,0.0,12.06,0.09,1.08,0.0,12.06,0.25,3.01,0.35
2021-01-11 08:25:17.671211,13.29,0.0,1.08,0.0,12.06,0.09,1.08,0.0,12.06,0.25,3.01,0.35
2021-01-11 08:27:17.918645,13.3,0.0,1.08,0.0,12.07,0.09,1.08,0.0,12.07,0.25,3.01,0.35
2021-01-11 08:29:18.152339,13.31,0.0,1.32,0.0,12.08,0.11,1.32,0.0,12.08,0.25,3.02,0.35
2021-01-11 08:31:18.411021,13.34,0.0,1.45,0.0,12.1,0.12,1.45,0.0,12.1,0.25,3.02,0.35
2021-01-11 08:33:18.611825,13.37,0.0,1.69,0.0,12.09,0.14,1.69,0.0,12.09,0.27,3.26,0.35
2021-01-11 08:35:18.819717,13.38,0.0,1.81,0.0,12.09,0.15,1.81,0.0,12.09,0.24,2.9,0.35
2021-01-11 08:37:19.055916,13.4,0.0,2.05,0.0,12.11,0.17,2.05,0.0,12.11,0.25,3.02,0.36
2021-01-11 08:39:19.233418,13.41,0.0,2.18,0.0,12.13,0.18,2.18,0.0,12.13,0.25,3.03,0.37
2021-01-11 08:41:19.469633,13.42,0.0,2.3,0.0,12.14,0.19,2.3,0.0,12.14,0.25,3.03,0.37
2021-01-11 08:43:19.625162,13.43,0.0,2.67,0.0,12.15,0.22,2.67,0.0,12.15,0.24,2.91,0.37
2021-01-11 08:45:19.864550,13.47,0.0,2.79,0.0,12.17,0.23,2.79,0.0,12.17,0.24,2.92,0.38
2021-01-11 08:47:20.096419,13.5,0.0,2.91,0.0,12.16,0.24,2.91,0.0,12.16,0.23,2.79,0.38
2021-01-11 08:49:20.335677,13.53,0.0,2.92,0.0,12.18,0.24,2.92,0.0,12.18,0.25,3.04,0.39
2021-01-11 08:51:20.563538,13.53,0.0,3.29,0.0,12.22,0.27,3.29,0.0,12.22,0.22,2.68,0.4
2021-01-11 08:53:20.815216,13.59,0.0,3.42,0.0,12.23,0.28,3.42,0.0,12.23,0.24,2.93,0.4
2021-01-11 08:55:21.049260,13.59,0.0,3.91,0.0,12.24,0.32,3.91,0.0,12.24,0.25,3.06,0.4
2021-01-11 08:57:21.296989,13.63,0.0,3.92,0.0,12.28,0.32,3.92,0.0,12.28,0.24,2.94,0.41
2021-01-11 08:59:21.536087,13.65,0.0,3.92,0.0,12.27,0.32,3.92,0.0,12.27,0.23,2.82,0.41
